序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
5899,我的囧囧发小,107944,8417,981,290,1,0.0,0
5900,咬屁屁虫,5559,335,89,7,1,0.0,0
5901,盗墓笔记之沙海,4287859,142161,58992,14534,1,0.0,0
5902,寻师伏魔录,3503468,77861,24766,11945,1,0.0,0
5903,飞鱼,627405,61177,7104,882,1,0.0,0
5904,鹅毛笔,79056,15443,986,921,1,0.0,0
5905,我是丐帮不打奶花 第二季,1035198,22039,15402,7850,1,9.4,149
5906,超级弹丸论破2.5 狛枝凪斗与世界的破坏者,724954,99591,22713,1847,1,9.3,322
5907,咬屁屁虫,9089,308,61,4,1,0.0,0
5908,咬屁屁虫,8172,416,37,7,1,0.0,0
5909,神明之记,543301,16162,2085,761,1,0.0,0
5910,玉家典当铺,211253,6677,569,174,1,0.0,0
5911,WASIMO,6758,734,136,9,1,0.0,0
5912,WASIMO 第二季,3616,252,66,6,1,0.0,0
5914,幼女战记 短篇,1709704,66359,2369,1501,1,9.2,134
5915,WASIMO 第三季,2766,286,14,7,1,0.0,0
5916,银装骑攻队,18160,954,74,4,1,0.0,0
5917,新盖塔机器人,50122,1177,866,31,1,0.0,0
5918,盖塔机器人G,31974,849,570,16,1,0.0,0
5919,盖塔机器人 真盖塔对新盖塔,52772,999,2336,48,1,0.0,0
5920,盖塔机器人 剧场版,0,815,0,0,1,0.0,0
5921,爆音少女!! OAD,92635,6824,1670,172,1,0.0,0
5922,锁链战记～赫克瑟塔斯之光～短篇,512080,12314,256,317,1,0.0,0
5923,超爆裂异次元卡片大战,5890,299,140,12,1,0.0,0
5924,剧场版 银河机攻队Majestic Prince 觉醒的基因,154651,12143,2270,256,1,0.0,0
5925,咪咪流浪记,17179,1499,504,12,1,0.0,0
5926,ZEGAPAIN ADP,34910,3805,231,110,1,0.0,0
5927,八神君的家庭事件,13209,1750,391,24,1,0.0,0
5928,书家,6238,2192,127,19,1,0.0,0
5929,青鬼 THE ANIMATION,125382,8172,3627,267,1,0.0,0
5930,吹響！上低音號 ​~歡迎來到北宇治高校吹奏樂部~（僅限台灣地區）,7344,9322,172,56,1,0.0,0
5931,裸狼,37719,984,1481,40,1,0.0,0
5933,龙的牙医,1422626,191254,42909,9250,1,9.6,863
5934,寻找克洛托,392791,58324,5026,1066,1,0.0,0
5935,我差点就信了 第二季,27631185,85881,35591,24327,0,8.9,308
5936,茅屋爷爷讲故事,393709,16139,3764,428,0,0.0,0
5937,侦探歌剧 夏日特别篇,21889,4415,495,38,1,0.0,0
5938,黑子的篮球 Winter Cup总集篇,1186156,47399,21381,944,1,0.0,0
5939,热诚传说～导师的黎明～,302193,25911,2241,352,1,0.0,0
5940,Hello Kitty爱漫游,9394,883,122,6,1,0.0,0
5941,Hello Kitty的天堂,21440,2481,207,19,1,0.0,0
5942,银河机攻队MAJESTIC PRINCE 新作动画,58464,4468,601,78,1,0.0,0
5943,间奏曲,31634,8623,853,59,1,0.0,0
5944,和女儿的日常 第二季,1880145,124313,15710,7308,1,9.5,232
5945,TRINITY SEVEN 七人魔法使 剧场版,1436695,159836,51730,3642,1,8.7,180
5946,和女儿的日常 第一季,534332,79039,18872,4018,1,9.4,144
5947,勿忘蛛,157144,23343,5136,594,1,9.4,121
5948,三千里寻母记,36796,4743,380,31,1,0.0,0
5949,如风似云,13608,3386,162,45,1,0.0,0
5950,火线传奇 第三季,1717158,38880,3277,1827,1,0.0,0
5951,笑面推销员NEW,3624516,204456,139916,7213,1,8.2,255
5955,快盗天使 BREAK,112017,20521,3353,307,1,0.0,0
5956,不要输！！恶之军团！,428195,26230,6827,2053,1,9.6,130
5958,莉露莉露妖精莉露～魔法之镜～,454264,9453,4178,577,1,0.0,0
5959,Room Mate,1892940,185538,31690,1381,1,0.0,0
5963,美妙天堂 偶像时间,2585558,57508,50672,2815,1,8.1,203
5965,忍者少女千鸟～伊势・金崎篇～,3049527,100240,9266,5911,1,9.3,449
5966,偶像大师灰姑娘剧场,1347871,57742,6021,2848,1,9.5,115
5967,剑风传奇 次篇,2627313,82007,42365,7577,1,9.5,415
5968,巴哈姆特之怒 VIRGIN SOUL,5610214,188344,187753,17505,1,8.2,1477
5970,進擊的巨人 第二季（僅台灣地區）,757935,628559,25056,3256,1,9.5,1693
5973,高校星歌剧 第二季,1603987,102462,79698,4315,1,9.2,175
5975,降灵记,9774605,498959,288349,24930,1,8.9,450
5977,夏目友人帐 陆,20227361,1396177,965673,142284,1,9.6,2399
5978,博人传 火影忍者新时代,87470480,1713631,2454205,127962,0,5.3,15662
5979,阿童木起源,2173216,141423,44791,5915,1,8.8,132
5981,覆面系 NOISE,3495007,282958,168065,7706,1,8.4,241
5982,正确的KADO,1669115,152069,83774,4203,1,3.5,942
5988,怪怪守护神,11060473,641850,358721,23423,1,8.4,587
5989,月色真美,20159589,1368764,1682684,229446,1,9.7,7339
5990,王室教师海涅,10394241,654830,438538,27700,1,8.8,591
5991,青春歌舞伎,1313818,157317,36357,2426,1,0.0,0
5992,樱花任务,8076076,631115,361382,38999,1,9.0,1977
5993,雏子的笔记,6084888,574169,311180,20681,1,8.5,543
5994,机甲少女 FRAME ARMS GIRL,3754811,348803,170084,8808,1,8.8,202
5995,爱丽丝与藏六,5600300,456126,210512,23454,1,8.8,601
5996,恋爱暴君,24399700,1218809,778438,46975,1,7.3,1314
5997,埃罗芒阿老师,77303502,3556487,4998494,325651,1,8.2,9834
5998,Re:CREATORS,51314436,2401091,2030487,147926,1,8.0,8888
5999,ID-0,1576020,117255,26361,5641,1,8.9,217
6000,时钟机关之星,13095303,871403,343808,29297,1,7.0,793
6001,从零开始的魔法书,26569469,1564869,851956,67616,1,7.9,1720
6004,The Snack World,109444,2413,1982,538,0,0.0,0
6006,机动战士敢达 雷霆宙域战线 第一季,1296697,61672,11087,1197,1,9.6,224
6007,机动战士敢达 雷霆宙域战线 第二季,1665698,114889,31271,2794,1,9.3,232
6008,梦王国与沉睡的100王子 短篇动画,1463741,168537,51734,2008,0,8.6,229
6009,哆啦A梦,3617866,152975,159660,6928,1,9.8,1064
6010,少年阿贝 GO!GO!小芝麻 第二季,212032,12576,1548,799,1,0.0,0
6011,世界黑暗图鉴,5067629,248670,103252,3425,1,6.5,118
6012,快把我哥带走,10830106,653342,122935,17136,1,9.4,1618
6013,暴基枪手之AK西游,1046392,33177,7967,2091,1,0.0,0
6014,开封奇谈-这个包公不太行,10332522,579646,253228,25635,1,9.4,1074
6015,快把我哥带走 日文版,3867905,152844,33468,4345,1,9.3,328
6016,美少女大劈叉 第一季,71283,5136,800,131,1,0.0,0
6017,美少女大劈叉 第二季,45732,2158,150,91,1,0.0,0
6018,那年那兔那些事儿 第四季,10051946,494938,292565,62658,1,9.3,2710
6020,勇者大冒险之黄泉手记,1870284,32454,80863,5650,1,9.5,295
6021,喵有卵用 第二季,1381519,27800,5163,1350,1,0.0,0
6022,菊叔5岁画,6170481,73013,36150,12424,1,8.7,306
6023,霹雳天命之仙魔鏖锋Ⅱ斩魔录,483867,32388,114170,2677,1,8.6,165
6028,霹雳开天记之创神篇,7898,3559,771,17,1,0.0,0
6029,霹雳开天记之创神篇下阕,6023,2283,1237,15,1,0.0,0
6030,霹雳谜城之九轮异谱,5507,2759,612,14,1,0.0,0
6031,霹雳狼烟之九轮燎原,6049,2982,144,12,1,0.0,0
6032,霹雳狼烟之万堺尘涛,16619,2533,376,104,1,0.0,0
6033,霹雳狼烟之古原爭霸,5730,2887,604,11,1,0.0,0
6035,World Fool News 2,149197,9776,2140,344,1,0.0,0
6036,田中君总是如此慵懒 特典,737305,38637,4575,1022,1,9.6,122
6037,魔法提琴手 剧场版,7571,858,99,11,1,0.0,0
6038,风灵玉秀,919943,306360,49689,34182,0,9.7,2766
6039,喵有卵用 第一季,1933291,22978,5724,2341,1,0.0,0
6041,暖暖日记 2nd,446952,15788,5483,2194,1,9.5,143
6042,珈百璃的堕落 SP,1434477,95042,42568,5276,1,9.5,395
6043,第六天魔王,4157840,104104,47300,6704,1,9.2,348
6044,三国果果,130025,3218,1148,329,1,0.0,0
6046,MS动画图鉴 第二季,60367,6203,972,64,1,0.0,0
6047,约会大作战 第二季 OVA,2391851,143587,30069,16079,1,9.4,709
6049,斯特拉的魔法 OVA,55367,4831,862,374,1,0.0,0
6050,约会大作战 第一季 SP,2207440,117952,1876,4953,1,9.1,279
6051,RWBY 第二季【日语】,129880,9640,3733,325,1,0.0,0
6052,叫我僵小鱼 日常篇,4143116,55797,22614,13737,1,9.3,128
6053,美少女大劈叉 第三季,197842,6734,1261,324,1,0.0,0
6055,shaing2,0,160,0,0,0,0.0,0
6057,天谕,2282778,198732,52736,5364,1,8.2,252
6058,新机动战记敢达W 无尽的华尔兹,186228,14410,2117,156,1,0.0,0
6059,怪物弹珠 第二季 前篇,356823,31202,4903,347,1,0.0,0
6060,银之守墓人 日文版,2562664,60016,40061,3557,1,0.0,0
6061,开封奇谈-这个包公不太行 广播剧,2112849,63905,70651,9618,1,9.5,410
6062,同居男闺蜜,1273709,55102,8103,994,1,0.0,0
6064,我是江小白,3308419,315889,128830,31794,1,9.6,4269
6065,火线小剧场,2164980,13833,8842,1565,1,0.0,0
6066,甜甜私房猫 第三季 中配版,1116439,17861,6100,1063,1,0.0,0
6067,旋风管家 HEAVEN IS A PLACE ON EARTH,93137,16101,2766,385,1,0.0,0
6068,商人之星的小比索,24737,1132,251,186,1,0.0,0
6069,扩张少女系三重奏,377569,30245,4996,546,0,0.0,0
6070,变形少女,283483,33194,1346,209,1,9.0,231
6071,Under The Dog,112497,20104,1294,205,1,9.1,109
6072,踢向明天,14652,625,99,13,1,0.0,0
6073,未来卡 搭档对战X,446062,5980,5097,1201,0,0.0,0
6074,银河战国群雄传,17678,846,199,22,1,0.0,0
6075,结城友奈是勇者 -鹫尾须美之章-,532106,66596,12507,3127,1,9.6,340
6076,小林家的龙女仆 SP,5369807,268967,58173,8829,1,9.3,1059
6077,青之驱魔师 OAD,223043,26070,2179,227,1,0.0,0
6080,安卓美达战记,5212,435,153,13,1,0.0,0
6081,极黑的布伦希尔特 SP,172344,19176,4706,212,1,0.0,0
6082,我的英雄学院 OAD,1944278,135786,40697,2599,1,9.7,1239
6083,装神少女小缠 OVA,54451,4835,323,255,1,0.0,0
6085,RWBY 第三季【日语】,87039,8901,2766,175,1,0.0,0
6086,国民老公带回家 第二季,1454920,74401,21492,686,1,0.0,0
6087,阿信,8796,1138,528,28,1,0.0,0
6088,《麦田故事：节日》,3207,175,143,1,1,0.0,0
6089,《麦田故事：历史》,5246,406,156,0,1,0.0,0
6090,《麦田故事：地理》,2479,234,51,1,1,0.0,0
6091,《麦田故事：国学礼仪》,3074,173,115,1,1,0.0,0
6092,《麦田故事：科学探索》,3568,172,216,12,1,0.0,0
6093,《麦田故事：生活常识》,4793,172,522,2,1,0.0,0
6136,侦探歌剧 少女福尔摩斯 派对之夜,0,2682,0,0,1,0.0,0
6144,科学小飞侠II（1978）,10320,961,58,25,1,0.0,0
6158,NEW GAME! OVA,533703,54269,25839,2495,1,9.2,268
6159,妖神记,38803858,525107,595651,65551,0,8.7,1401
6160,科学小飞侠F（1979）,9338,880,34,11,1,0.0,0
6161,精灵宝可梦 超世代,772666,35631,79804,1022,1,9.6,133
6162,精灵宝可梦 钻石&珍珠,712337,30295,68255,802,1,9.6,135
6164,精灵宝可梦 超级愿望,370298,24019,31805,366,1,0.0,0
6165,Landreaall,16666,2117,175,40,1,0.0,0
6166,魁拔之十万火急,803613,48203,25925,6331,1,9.6,421
6167,魁拔之大战元泱界,488707,41261,22651,5930,1,9.6,304
6168,魁拔之战神崛起,674865,50568,28518,11588,1,9.6,489
6169,百怪异世说,1049757,63583,11405,8039,1,9.5,285
6170,兔龟 女高网球部外传 SP,24320,2651,86,47,1,0.0,0
6171,水瓶新世纪II 双鱼宫的深渊,4172,489,37,6,1,0.0,0
6172,江湖救援团-哥安寺声,65580,5639,6198,2269,1,0.0,0
6174,通灵妃,734618,21297,7192,467,1,0.0,0
6175,茶啊二中 第一季,474045,38767,9200,1957,1,9.6,133
6176,茶啊二中 第二季,2802891,22571,32519,12508,1,9.7,214
6177,茶啊二中泡面番,1479627,9904,9102,3578,1,0.0,0
6178,茶啊二中男寝501,712007,9770,6182,3564,1,0.0,0
6179,变形金刚：领袖之证 中文第一季,205148,6579,12378,183,1,0.0,0
6180,变形金刚：领袖之证 中文第二季,124777,2692,10482,112,1,0.0,0
6181,变形金刚：领袖之证 中文第三季,168431,3690,11943,176,1,0.0,0
6182,龙朝大都,0,28059,0,0,0,0.0,0
6183,Dimension W~维度战记~ OVA,119150,19997,925,418,1,0.0,0
6184,RWBY Chibi 第二季,1671591,30983,7470,3974,1,9.7,495
6186,食神魂,2942466,101071,36453,4409,1,9.3,238
6187,盗墓笔记之沙海 第二季,1850717,91027,32836,5623,0,8.9,174
6188,寻师伏魔录 第二季,328227,25217,2109,589,0,0.0,0
6190,魁拔妖侠传,290689,31541,18729,2629,1,9.4,220
6205,黄金拼图 Pretty Days,49047,6552,2513,919,1,9.6,150
6243,魔法科高校的劣等生（僅限港澳台）,44062,8282,16,41,1,0.0,0
6244,One Room ~OVA,226069,18685,3428,524,1,9.2,152
6246,科学小飞侠（1972）,26364,2108,349,26,1,0.0,0
6247,我的腦內戀礙選項（僅限港澳台地區）,20064,7907,720,23,1,0.0,0
6250,魔晶猎人 第一季,64829,6438,3215,37,1,0.0,0
6252,魔晶猎人 第二季,38026,2874,2582,32,1,0.0,0
6254,魔晶猎人 第四季,329813,19359,6083,262,1,0.0,0
6256,太极熊猫,330594,21594,5610,233,1,0.0,0
6258,棠棣血,120103,14291,2415,1249,1,0.0,0
6260,蜡笔小新 第一季（中文）,5353026,130807,191215,5348,1,9.7,665
6262,蜡笔小新 第二季（中文）,5901208,62746,237481,4281,1,9.7,610
6264,蜡笔小新 第三季（中文）,2210714,36625,52690,1595,1,9.6,185
6266,蜡笔小新 第四季（中文）,1849069,34403,47804,1348,1,9.5,170
6268,蜡笔小新 第五季（中文）,2417835,40882,70564,2559,1,9.6,205
6270,前方高能之辣稽,3805475,70930,89803,13880,1,8.7,168
6286,新妹魔王的契約者（僅限港澳台）,52052,67034,3693,89,1,7.7,105
6288,新妹魔王的契約者  BURST（僅限港澳台）,32375,30427,1788,42,1,0.0,0
6289,我家业主会作妖,1537836,106801,13556,959,1,8.9,120
6295,蜡笔小新 第六季（中文）,5436160,127680,178387,6615,1,9.7,623
6298,拽妹黛薇儿 第五季,111963,3435,5290,1150,1,0.0,0
6301,Fate/Apocrypha,82837802,2957332,2687108,183365,1,4.9,56650
6302,活撃/刀剣乱舞（僅限港澳台地區）,489021,179421,26706,1755,1,8.7,289
6304,骑士&魔法,28919461,1211207,760038,50784,1,7.9,2912
6306,战斗女子高校,1919156,209532,52321,3090,1,0.0,0
6308,妖怪公寓的幽雅日常,14319819,621338,448585,29334,1,9.0,2688
6310,异世界食堂,21644948,1318810,784173,43452,1,8.9,2571
6311,笨女孩,41549285,1901833,1334153,87216,1,8.9,7173
6312,徒然喜欢你,36143952,2238071,1427926,85497,1,9.4,6809
6319,18if 梦境异闻录,2198094,227068,84016,7073,1,8.4,605
6320,将国之天鹰星,3204185,184636,62468,7207,1,9.1,961
6325,舞动青春,9710650,369158,281864,34710,1,9.5,5612
6326,人马少女的烦恼,5609589,357167,203090,15034,1,8.7,1106
6328,天使的3P!,10922500,759934,922048,57980,1,8.2,1415
6330,NEW GAME!!,8287026,678510,482215,42625,1,9.4,5299
6331,无责任银河☆泰勒,56121,2391,182,61,1,0.0,0
6332,咕噜咕噜魔法阵 新系列,1963218,79122,41072,9825,1,9.5,736
6333,棺姬嘉依卡（僅限港澳台地區）,7463,6225,384,6,1,0.0,0
6335,海天使的灯火,158022,16162,1589,588,1,0.0,0
6337,网球并不可笑嘛 第九季,810383,30849,3407,1790,1,9.2,249
6338,第一次辣妹,18516602,1060372,875312,35280,1,6.3,2217
6339,欢迎来到实力至上主义的教室,72652640,3729182,2738646,186990,1,8.2,22396
6340,GAMERS电玩咖！,16289165,844199,781436,58389,1,8.8,6713
6341,地狱少女 宵伽,11136544,1032414,430586,21950,1,9.1,1931
6342,漫威未来：复仇者联盟,353572,11696,5861,186,0,0.0,0
6344,梦之祭！R,511361,42800,10637,895,1,0.0,0
6345,终物语 下,1653207,396313,73901,13592,1,9.7,3280
6346,暗芝居 第五季,5907506,191335,90369,4698,1,8.5,560
6349,野良与皇女与流浪猫之心,1820169,106802,6856,3064,1,8.7,358
6351,人人爱我猪小屁,44691,2330,373,36,1,0.0,0
6353,狐妖小红娘 日语版,7308943,199194,185751,19674,1,7.8,1383
6354,纳米核心 第二季,3532374,140108,83315,7537,1,9.1,149
6355,拳皇命运,8868848,229846,140754,14407,1,6.8,1127
6356,画江湖之换世门生,7020309,285163,172749,21096,0,9.2,1588
6357,我的天劫女友,9334527,612845,221214,17168,1,7.3,1472
6358,黑白无双 第二季,6243677,355055,115285,16818,1,8.0,619
6359,嗜谎之神,1145850,77035,6206,4022,1,0.0,0
6360,刺客伍六七,83797,36290,3119,0,0,9.8,605
6361,棺姬嘉依卡 AVENGING BATTLE（僅限港澳台地區）,4302,4244,0,8,1,0.0,0
6369,猎人 剧场版 最后的任务,464815,30502,19915,892,1,0.0,0
6371,桃剑,163429,18086,4293,195,1,0.0,0
6373,纳米核心 第一季,1902273,162884,61829,4449,1,9.0,144
6375,魔女的考验【日语】,121987,9222,8719,186,1,0.0,0
6376,解谜之音 KAITO×ANSA,93656,8272,810,77,1,0.0,0
6377,无聊诗社,2450153,76586,19430,20860,1,9.5,809
6378,PIKO太郎的摇篮曲,66275,2872,312,30,1,0.0,0
6379,钢之炼金术师 香巴拉的征服者,292728,26809,16486,982,1,8.7,199
6380,龙骑侍,174922,16002,7276,1618,1,0.0,0
6381,龙骑侍,492994,17598,3988,511,1,0.0,0
6383,本草仙云之梦白蛇,158511,82622,1246,312,0,0.0,0
6384,火影忍者舞台剧 虹桥艺术中心采访篇,67715,1451,459,23,1,0.0,0
6385,头条都是他,2007211,140527,38389,5400,1,9.5,957
6386,通灵妃,746638,16064,2406,207,1,0.0,0
6387,英俊又可爱,626734,37562,3956,1453,1,9.5,222
6388,峡谷重案组,1471323,87421,66163,1662,0,7.2,162
6389,XY：破坏之茧与蒂安希,141222,6535,4230,238,1,0.0,0
6390,拇指鸡,132061,2389,769,199,1,0.0,0
6392,先驱少女的日常茶饭事,28614,2369,283,53,0,0.0,0
6393,shaing6,882,96,2,0,0,0.0,0
6394,看个球,608939,14069,6576,3177,1,9.2,168
6395,食神魂 第二季,494737,113104,8675,534,0,9.3,197
6396,绝行者,302955,8112,883,163,1,0.0,0
6398,BanG Dream! OVA,67944,7002,1661,449,1,0.0,0
6399,科学小飞侠 THE MOVIE,11697,990,65,22,1,0.0,0
6400,京剧猫 第二季,276007,24018,57980,1226,1,9.4,222
6401,新造人间卡辛（1973）,16732,1776,538,29,1,0.0,0
6402,一人之下 第二季,62160573,2108072,1597099,207642,0,9.5,16971
6403,茶啊二中 叭叭叭,1494198,20020,5861,2433,0,0.0,0
6404,茶啊二中 嘎嘎以嘎斯,1056637,14168,3470,1537,0,0.0,0
6405,鱼老板の日常,239277,2922,1353,554,0,9.0,125
6406,漫画家与助手 OVA,629900,30222,12712,1996,1,9.6,586
6407,长门有希酱的消失 OAD,105092,2095,5375,424,1,0.0,0
6408,无畏魔女 OVA,44146,4145,739,145,1,0.0,0
6413,超级愿望：酋雷姆VS圣剑士 凯路迪欧,66214,3068,1856,85,1,0.0,0
6414,UQ HOLDER！OAD,1256599,130117,14145,1796,0,9.0,253
6415,霸王面具,701793,6436,3315,600,1,0.0,0
6418,UQ HOLDER！悠久持有者！,10798724,651183,169456,19163,1,7.3,2729
6420,十二大战,24118489,1107099,466300,38822,1,7.8,9681
6421,阿松 第二季,7454111,432114,313856,20498,1,9.5,5940
6422,黑色四叶草,15888834,800957,346242,33742,0,8.0,5894
6423,品酒要在成为夫妻后,15868882,895358,134894,29170,1,9.3,6469
6424,偶像大师灰姑娘剧场 第二季,681444,40131,4087,3241,1,9.4,356
6425,此花亭奇谭,10510976,1048915,390847,69628,1,9.8,15076
6426,國王遊戲 The Animation（僅限台灣地區）,236933,128401,6985,562,1,3.9,590
6427,Just Because!,11414187,972989,448794,58413,1,9.4,13443
6430,Dies irae 神怒之日（僅限港澳台地區）,186129,95630,2930,387,0,7.1,278
6431,偶像大师 SideM,546990,64977,15650,1978,1,9.4,518
6432,调教咖啡厅,15383010,1017713,569966,58797,1,9.5,10473
6433,Love Live! Sunshine!! 第二季,2980842,287718,195791,19533,1,9.3,3781
6434,宝石之国,31136325,1962219,1002744,92265,1,9.8,37749
6435,Code:Realize ～创世的姬君～,3161403,303242,57123,5416,1,9.0,982
6438,魔法使的新娘（僅限台灣地區）,652562,179243,20587,3885,1,9.5,2526
6439,幻界战线 & BEYOND,17383441,1147947,283933,69984,1,9.8,21196
6440,如果有妹妹就好了。,30260340,2109562,877114,121621,1,9.2,17753
6441,动画同好会,3014248,294528,143754,11980,1,8.5,1805
6442,"Wake Up, Girls! 新章",704181,98419,7994,2408,1,8.1,321
6445,3月的狮子 第二季,5338248,339214,145760,43795,1,9.8,9263
6446,干物妹！小埋R,51860691,2999740,2100492,279191,1,9.4,24152
6447,鬼灯的冷彻 第二季,17854005,1092933,439657,37090,1,9.7,9995
6448,结城友奈是勇者 鹫尾须美之章&勇者之章,1815331,226998,38105,9307,1,9.5,1889
6449,战刻夜想曲,2096935,209491,53185,2997,1,8.1,688
6452,Infini-T Force,1455214,127448,23392,3626,1,9.2,867
6453,TSUKIPRO,1400431,109758,28146,2452,1,9.1,565
6454,Classica Loid 第二季,693449,42354,20845,2379,1,8.8,452
6463,少女终末旅行,16489654,1393603,698261,144713,1,9.8,39571
6465,关于我女友是个一本正经的碧池这件事,22393373,1635157,772850,69447,1,8.7,8400
6468,牙狼 -VANISHING LINE-,1746651,78982,32074,4009,1,9.6,1457
6470,无论何时我们的恋情都是10厘米。～告白实行委员会～,4259544,717155,131704,17995,1,9.6,5870
6472,爱神巧克力 第二季,16316875,784341,603319,48453,1,9.0,3374
6473,宇宙战舰大和号2202 爱的战士,338067,4850,6052,2440,0,0.0,0
6474,URAHARA,1768357,261030,29720,3547,1,8.2,902
6475,小林家的龙女仆 OVA,1249278,79141,53978,4426,1,9.4,919
6476,雨色Convention,294023,34285,975,757,1,0.0,0
6477,时间飞船24 逆袭的三恶人,283313,15660,4314,846,1,0.0,0
6478,爱米-WE LOVE RICE- 第二季,160022,20000,713,417,1,0.0,0
6479,丝缎女孩对谈,185270,8757,1263,477,1,8.7,197
6480,XY：光轮的超魔神胡帕,212068,7776,6780,226,1,0.0,0
6481,妄想学生会 剧场版,3110236,344457,90791,19744,1,9.7,10059
6482,日常幻想指南,565426,43975,5185,1175,1,9.3,187
6483,少年锦衣卫 第二季,10982604,513676,401876,110987,1,9.5,6391
